fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,via_ingreso,consultante_provincia,consultante_como_conocio_la_linea,consultante_edad_aparente
2020-04-07,,1515355505,Urgencia,Ciudadano,No,Trata,Acoso,Buenos Aires,Buenos Aires,Línea 145,,"No sabe, no recuerda",
2020-04-08,,5525355505,Urgencia,Ciudadano,Sí,Trata,Información sobre la temática,Buenos Aires,Buenos Aires,Línea 145,,Por publicidad en internet,
2020-04-09,,4535355505,Urgencia,Ciudadano,No,Trata,Otro,Mendoza,Las Heras,Línea 145,,,
2020-04-10,,7535355505,Urgencia,Ciudadano,No,Trata,Covid- 19 - incumplimiento cuarentena,Mendoza,Ugarteche,Línea 145,,"No sabe, no recuerda",
2020-04-11,,9445355505,Urgencia,Ciudadano,No,Trata,Deuda con anses,Buenos Aires,,Línea 145,Buenos Aires,Por Recomendación,
2020-04-11,,3545355505,Urgencia,Ciudadano,Sí,Trata,Llamada equivocada,,,Línea 145,,llamado equivocado,
2020-04-11,,5545355505,Urgencia,Ciudadano,No,Trata,Otro,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,
2020-04-12,,9455355505,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,Merlo,Línea 145,,,
2020-04-13,,9465355505,Urgencia,Ciudadano,No,Trata,Incumplimiento de pago de haberes,Mendoza,San José,Línea 145,,Por Recomendación,20.0
2020-04-14,,4575355505,Urgencia,Ciudadano,No,Trata,Otro,Entre Ríos,,Línea 145,,Línea 145,
2020-04-14,,5575355505,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,Buenos Aires,Línea 145,,"No sabe, no recuerda",
2020-04-14,,7575355505,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,La Plata,Línea 145,,"No sabe, no recuerda",
2020-04-16,,3584455505,Urgencia,Ciudadano,No,Trata,Salud - vacunación antigripal,Entre Ríos,Concordia,Línea 145,Entre Ríos,google,65.0
2020-04-17,,3594455505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Salta,Salta,Línea 145,Salta,Línea 145,
2020-04-17,,5594455505,Urgencia,Ciudadano,Sí,Trata,Otro,,,Línea 145,,"No sabe, no recuerda",
2020-04-17,,8405455505,Emergencia,Ciudadano,No,Trata,Violencia familiar,Buenos Aires,,Línea 145,Buenos Aires,Por publicidad en internet,23.0
2020-04-17,,1505455505,Urgencia,Ciudadano,No,Trata,Maltrato infantil,Mendoza,Las Heras,Línea 145,Mendoza,"No sabe, no recuerda",
2020-04-18,,7505455505,Urgencia,Ciudadano,No,Trata,Posible demencia señil,Misiones,Posadas,Línea 145,Misiones,Por Recomendación,83.0
2020-04-18,,9415455505,Urgencia,Ciudadano,No,Trata,Incumplimiento aislamiento social obligatorio por covid-19,Tucumán,Bella Vista,Línea 145,Tucumán,Surgió de entrevista en el mismo CAJ,32.0
2020-04-19,,1515455505,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,Buenos Aires,Línea 145,,"No sabe, no recuerda",
2020-04-19,,5515455505,Urgencia,Ciudadano,No,Trata,Permiso para transitar tercera edad,Buenos Aires,Colegiales,Línea 145,Buenos Aires,"No sabe, no recuerda",72.0
2020-04-20,,8425455505,Urgencia,Institución,No,Trata,Covid-19,Buenos Aires,William C. Morris,Línea 145,Buenos Aires,Por Recomendación,
2020-04-20,,1525455505,Urgencia,Institución,No,Trata,Otro,Buenos Aires,Junín,Línea 145,Buenos Aires,Por Recomendación,30.0
2020-04-20,,3525455505,Urgencia,Ciudadano,No,Trata,Permiso circulacion covid-19,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Línea 145,Buenos Aires,Por Recomendación,83.0
2020-04-20,,5525455505,Urgencia,Institución,No,Trata,Covid 19,Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,Por publicidad en TV,87.0
2020-04-20,,7525455505,Urgencia,Institución,No,Trata,Otro,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,NO SABE,86.0
2020-04-20,,9435455505,Urgencia,Ciudadano,Sí,Trata,Pervertido,,,Línea 145,,"No sabe, no recuerda",30.0
2020-04-20,,535455505,Urgencia,Ciudadano,Sí,Trata,Posible maltrato infantil,,,Línea 145,,"No sabe, no recuerda",
2020-04-20,,1535455505,Urgencia,Ciudadano,No,Trata,Permiso para circular,Buenos Aires,Florencio Varela,Línea 145,Buenos Aires,Derivado de otro organismo,
2020-04-20,,2535455505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Tucumán,San Miguel de Tucumán,Línea 145,Tucumán,"No sabe, no recuerda",
2020-04-21,,4535455505,Urgencia,Ciudadano,No,Trata,Permiso para circular,Santa Fe,Rosario,Línea 145,,"No sabe, no recuerda",
2020-04-21,,6535455505,Urgencia,Ciudadano,Sí,Trata,Otro,,,Línea 145,,"No sabe, no recuerda",
2020-04-21,,8445455505,Urgencia,Ciudadano,No,Trata,Adulto mayor (pami),Santa Cruz,Puerto Santa Cruz,Línea 145,Santa Cruz,Por Recomendación,74.0
2020-04-21,,9445455505,Urgencia,Ciudadano,No,Trata,Violencia familiar,Mendoza,Mendoza,Línea 145,Mendoza,Por publicidad en internet,42.0
2020-04-21,,3545455505,Urgencia,Ciudadano,No,Trata,Covid 19,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Línea 145,,"No sabe, no recuerda",
2020-04-22,,9455455505,Urgencia,Ciudadano,No,Trata,Violencia de género,Jujuy,Jujuy,Línea 149,,"No sabe, no recuerda",21.0
2020-04-22,,555455505,Urgencia,Ciudadano,Sí,Trata,Permiso para circular,,,Línea 145,,"No sabe, no recuerda",
2020-04-24,,565455505,Urgencia,Ciudadano,Sí,Trata,Otro,,,Línea 145,,"No sabe, no recuerda",
2020-04-25,,8475455505,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,Línea 145,Formosa,"No sabe, no recuerda",
2020-04-25,,575455505,Urgencia,Ciudadano,No,Trata,Covid 19,Buenos Aires,Buenos Aires,Línea 145,,"No sabe, no recuerda",
2020-04-25,,5575455505,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,Gregorio de Laferrere,Línea 145,,,
2020-04-26,,5584555505,Urgencia,Ciudadano,Sí,Trata,Covid 19,Chubut,Puerto Madryn,Línea 145,,"No sabe, no recuerda",
2020-04-27,,1505555505,Urgencia,Ciudadano,Sí,Trata,Otro,Mendoza,Maipú,Línea 145,,Por publicidad en internet,
2020-05-03,,9465555505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,zabaleta,Línea 145,,,
2020-05-12,,5525655505,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,Buenos Aires,Correo Institucional,Buenos Aires,"No sabe, no recuerda",
2020-05-12,,7525655505,Urgencia,Ciudadano,No,Trata,Otro,La Rioja,La Rioja,Línea 145,La Rioja,Por publicidad en internet,25.0
2020-05-19,,8405755505,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,Solicitada por Juzgado,,Por Recomendación,34.0
2020-05-20,,9405755505,Urgencia,Ciudadano,Sí,Trata,Otro,Salta,San Ramon de la Nueva Oran,Línea 145,Salta,"No sabe, no recuerda",
2020-05-20,,8415755505,Urgencia,Ciudadano,No,Trata,Otro,Catamarca,Valle Viejo,Línea 145,,"No sabe, no recuerda",
2020-05-29,,9484846505,Urgencia,Ciudadano,No,Trata,Otro,Santa Fe,Venado Tuerto,Línea 145,,"No sabe, no recuerda",
2020-06-10,,2565846505,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,Lanús Oeste,Línea 145,,,
2020-06-10,,8475846505,Urgencia,Ciudadano,No,Trata,Explotación laboral,Río Negro,Cinco Saltos,Línea 145,Río Negro,Concurrió en otra oportunidad,
2020-06-11,,6575846505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Ciudadela,Línea 145,,Por Recomendación,
2020-07-03,,8405056505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Boulogne,Línea 145,,"No sabe, no recuerda",
2020-07-29,,5535156505,Urgencia,Ciudadano,No,Trata,Otro,Mendoza,Mendoza,Línea 145,,Derivado de otro organismo,
2020-07-31,,7565156505,Urgencia,Ciudadano,No,Trata,Otro,Catamarca,Catamarca,Línea 145,,"No sabe, no recuerda",
2020-08-02,,505256505,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,Río Negro,,Línea 145,Río Negro,Por Recomendación,36.0
2020-08-04,,5535256505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Lomas de Zamora,Línea 145,Buenos Aires,Por publicidad en TV,50.0
2020-08-29,,9405756505,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,Caseros,Línea 145,,,
2020-09-12,,1525057505,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,Udaondo,Línea 145,Buenos Aires,,33.0
2020-09-14,,555057505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Tucumán,San Miguel de Tucumán,Línea 145,Tucumán,,45.0
2020-09-19,,1575157505,Emergencia,Ciudadano,Sí,Trata,Otro,Córdoba,Alta Gracia,Línea 145,,,52.0
2020-10-15,,4555657505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Tolosa,Línea 145,Buenos Aires,,
2020-10-28,,4555848415,Urgencia,Ciudadano,No,Trata,Reducción a la servidumbre o situaciones análogas,Buenos Aires,Del Viso,Línea 145,,,
2020-11-02,,8465948415,Urgencia,Ciudadano,No,Trata,Otro,Santiago del Estero,Añatuya,Línea 145,Santiago del Estero,,
2020-11-09,,594158415,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,Línea 145,,,
2020-11-09,,1505158415,Urgencia,Ciudadano,No,Trata,Otro,Santiago del Estero,Santiago del Estero,Línea 145,,,
2020-12-28,,3594159415,Urgencia,Ciudadano,No,Trata,Ciberdelito,Buenos Aires,el thompson,Línea 145,Entre Ríos,,24.0
2020-12-29,,6505159415,Emergencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Ezpeleta Oeste,Línea 145,,,65.0
2021-01-05,,5505259415,Urgencia,Ciudadano,No,Trata,Grooming,Buenos Aires,Ituzaingó,,Buenos Aires,Derivado de otro organismo,33.0
2021-01-06,,5525259415,Urgencia,Ciudadano,No,Trata,Otro,Santa Fe,Rosario,,Santa Fe,,14.0
2021-01-15,,8425459415,Urgencia,Ciudadano,No,Trata,Sin especificar,La Pampa,Victorica,,,,0.0
2021-01-18,,4575459415,Urgencia,Ciudadano,No,Trata,Persona desaparecida,,,,,,21.0
2021-01-20,,8435559415,Urgencia,Ciudadano,Sí,Trata,Otro,Buenos Aires,,,,,20.0
2021-01-21,,9455559415,Urgencia,Ciudadano,No,Trata,Otro,Santa Fe,Frontera,,,,25.0
2021-01-24,,3515659415,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,González Catán,,,,25.0
2021-02-07,,2575940515,Urgencia,Ciudadano,No,Trata,Explotación laboral,Corrientes,Goya,,,,45.0
2021-02-16,,7565150515,Urgencia,Ciudadano,Sí,Trata,Otro,Tucumán,Capital,,,,30.0
2021-02-28,,6555450515,Urgencia,Ciudadano,Sí,Trata,Otro,Tucumán,Concepción,,,,50.0
2021-02-28,,7555450515,Emergencia,Ciudadano,No,Trata,Otro,Misiones,Posadas,,,,50.0
2021-03-05,,5565550515,Urgencia,Ciudadano,No,Trata,Otro,Tucumán,San Miguel de Tucumán,,Misiones,,35.0
2021-03-15,,535841515,Emergencia,Ciudadano,No,Trata,Persona desaparecida,,,,,,
2021-03-15,,6535841515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,,,,,60.0
2021-03-20,,594051515,Urgencia,Ciudadano,Sí,Trata,Otro,Entre Ríos,Concordia,,,,
2021-03-24,,3575051515,Emergencia,Ciudadano,Sí,Trata,Otro,Buenos Aires,Mariano Acosta,,,,25.0
2021-03-29,,2505251515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Santa Fe,Santa Fe,,,,
2021-04-22,,4555842515,Urgencia,Ciudadano,No,Trata,Adultos mayores,Buenos Aires,,,,,80.0
2021-04-28,,4515052515,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,,,,60.0
2021-05-07,,9465252515,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Villa Elvira,,Buenos Aires,,50.0
2021-05-08,,2594352515,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,Bario Norte,,,,15.0
2021-05-21,,5525652515,Urgencia,Ciudadano,Sí,Trata,Otro,Mendoza,Godoy Cruz,,,,45.0
2021-07-05,,6535844515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Formosa,Formosa,Línea 145,,,40.0
2021-07-06,,584944515,Urgencia,Ciudadano,No,Trata,Otro,San Luis,Villa Mercedes,Línea 145,,,46.0
2021-07-24,,5505454515,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,San Justo,Línea 145,,,48.0
2021-08-07,,525845515,Urgencia,Institución - línea 144,No,Trata,Explotación sexual,Buenos Aires,Avellaneda,Línea 145,,,25.0
2021-08-08,,4545845515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Ricardo Rojas,Línea 145,Buenos Aires,Por Recomendación,57.0
2021-08-17,,584155515,Urgencia,Ciudadano,Sí,Trata,Grooming,La Rioja,La Rioja,Línea 145,,,50.0
2021-08-25,,1535355515,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,Línea 145,,,0.0
2021-09-15,,7535946515,Urgencia,Ciudadano,Sí,Trata,Otro,San Juan,San Juan,Línea 145,,,26.0
2021-09-16,,6555946515,Urgencia,Ciudadano,Sí,Trata,Otro,Entre Ríos,Paraná,Línea 145,,,0.0
2021-09-16,,2565946515,Urgencia,Ciudadano,Sí,Trata,Adultos mayores en riesgo,Tucumán,Los Pereyra,Línea 145,,,0.0
2021-09-23,,3515156515,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,Berazategui Oeste,Línea 145,Buenos Aires,,0.0
2021-09-29,,8484356515,Urgencia,Ciudadano,No,Trata,Explotación laboral,Córdoba,Córdoba,Línea 145,,,0.0
2021-10-19,,7505847515,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,Formosa,Formosa,Línea 145,,,30.0
2021-10-21,,565847515,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,Buenos Aires,La Reja,Línea 145,,,37.0
2021-11-06,,9445357515,Urgencia,Ciudadano,Sí,Trata,Posible abuso sexual,Entre Ríos,Concepción del Uruguay,Línea 145,,,30.0
2021-11-22,,2505848425,Urgencia,Ciudadano,No,Trata,Otro,,,Línea 145,,,45.0
2021-11-23,,5535848425,Urgencia,Ciudadano,No,Trata,No aplica,Salta,Salta,Línea 145,,,0.0
2022-01-01,19:03,6535849425,Urgencia,Ciudadano,Sí,Violencias,Derivación línea 137,Mendoza,Maipú,Línea 145,Mendoza,,50.0
2022-01-01,20:11,545849425,Urgencia,Ciudadano,No,Salud,Salud mental,Santiago del Estero,,Línea 145,Santiago del Estero,,60.0
2022-01-02,12:37,9465849425,Urgencia,Ciudadano,Sí,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,40.0
2022-01-02,12:57,1565849425,Urgencia,Ciudadano,Sí,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,50.0
2022-01-02,14:57,6565849425,Urgencia,Ciudadano,Sí,Covid,Covid,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,60.0
2022-01-02,17:05,9475849425,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Mendoza,Mendoza,Línea 145,Mendoza,,60.0
2022-01-02,17:47,575849425,Urgencia,Ciudadano,Sí,Covid,Covid,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,50.0
2022-01-02,18:13,2575849425,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,70.0
2022-01-02,19:42,9484949425,Urgencia,Ciudadano,Sí,Otro,Validación miargentina,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,60.0
2022-01-03,04:19,4584949425,Urgencia,Ciudadano,No,Salud,Salud mental,Santa Fe,Rosario,Línea 145,Santa Fe,,0.0
2022-01-03,09:33,7584949425,Urgencia,Ciudadano,No,Víctima de delito (solo cenavid),"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",Ciudad Autónoma de Buenos Aires,buenos aires,Línea 145,Buenos Aires,,73.0
2022-01-03,09:59,9494949425,Urgencia,Ciudadano,No,Trata,Tema de salud,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,31.0
2022-01-03,10:59,1594949425,Urgencia,Ciudadano,Sí,Trata,Informacion ley micaela,La Pampa,Santa Rosa,Línea 145,La Pampa,,0.0
2022-01-03,11:44,3594949425,Urgencia,Ciudadano,No,Trata,Salud,Santa Fe,Rosario,Línea 145,Santa Fe,,0.0
2022-01-03,12:59,7594949425,Urgencia,Ciudadano,No,Trata,Salud mental,Ciudad Autónoma de Buenos Aires,BUENOS AIRES,Línea 145,Buenos Aires,,70.0
2022-01-04,08:17,2515949425,Urgencia,Ciudadano,Sí,Relaciones de familia (ex legal familia),Otro (relaciones de familia),,,Línea 145,,,0.0
2022-01-04,10:21,5515949425,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,,,0.0
2022-01-04,12:08,8425949425,Urgencia,Ciudadano,Sí,Salud,Otro (salud),,,Línea 145,,"No sabe, no recuerda",60.0
2022-01-04,12:15,9425949425,Urgencia,Ciudadano,Sí,Víctima de delito (solo cenavid),Otro (víctimas de delito),,,Línea 145,,"No sabe, no recuerda",60.0
2022-01-04,16:04,525949425,Urgencia,Ciudadano,Sí,Trata,No aplica,Buenos Aires,Benavidez,Línea 145,Buenos Aires,,23.0
2022-01-04,17:04,1525949425,Urgencia,Ciudadano,No,Trata,Otro,,,Línea 145,Buenos Aires,,23.0
2022-01-04,20:14,5525949425,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Mendoza,Mendoza,Línea 145,Mendoza,,0.0
2022-01-04,22:00,9435949425,Urgencia,Ciudadano,No,Trata,Persona en situación de calle,Buenos Aires,La Plata,Línea 145,Buenos Aires,,40.0
2022-01-05,01:59,5535949425,Urgencia,Ciudadano,Sí,Trata,Prostitución,Mendoza,Mendoza,Línea 145,Mendoza,,50.0
2022-01-05,09:17,1545949425,Urgencia,Ciudadano,No,Salud,Otro (salud),,,Línea 145,,,0.0
2022-01-05,09:44,2545949425,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,,,0.0
2022-01-05,10:34,3545949425,Urgencia,Ciudadano,No,Relaciones de familia (ex legal familia),Otro (relaciones de familia),,,Línea 145,Buenos Aires,,23.0
2022-01-05,12:41,8455949425,Urgencia,Ciudadano,Sí,Trata,Otro,,,Línea 145,,,0.0
2022-01-05,13:07,9455949425,Urgencia,Ciudadano,No,Salud,Otro (salud),,,Línea 145,,,0.0
2022-01-05,14:48,2555949425,Urgencia,Ciudadano,No,Violencia de género,Física,Catamarca,San Fernando del Valle de Catamarca,Línea 145,Catamarca,,46.0
2022-01-05,16:31,3555949425,Urgencia,Ciudadano,Sí,Trata,Otro,,,Línea 145,Mendoza,Concurrió en otra oportunidad,50.0
2022-01-05,18:21,6555949425,Urgencia,Ciudadano,Sí,"Planes, programas sociales y prestaciones de la seguridad social","Otro (planes, programas sociales y prestaciones de la seguridad social)",Buenos Aires,Pehuajó,Línea 145,Buenos Aires,,40.0
2022-01-05,21:35,8465949425,Urgencia,Ciudadano,No,Salud,Salud mental,Santa Fe,Rosario,Línea 145,Santa Fe,Por publicidad en TV,59.0
2022-01-06,00:52,1565949425,Urgencia,Ciudadano,Sí,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,60.0
2022-01-06,11:42,9475949425,Urgencia,Institución - Juzgado Federal N°1 de CABA,Sí,Trata,Otro,,,Línea 145,Ciudad Autónoma de Buenos Aires,,0.0
2022-01-06,15:47,3575949425,Urgencia,Ciudadano,No,Trata,Violencia intrafamiliar,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,26.0
2022-01-06,17:49,8484059425,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,Línea 145,Ciudad Autónoma de Buenos Aires,,36.0
2022-01-07,00:15,6584059425,Urgencia,Ciudadano,Sí,Violencias,Familiar > asesoramiento para realizar denuncia,,,Línea 145,,,40.0
2022-01-07,10:27,9494059425,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,Santa Fe,Santa Fe,Línea 145,Santa Fe,,0.0
2022-01-07,15:26,6594059425,Urgencia,Ciudadano,No,Salud,Otro (salud),,,Línea 145,,Concurrió en otra oportunidad,50.0
2022-01-07,22:52,9405059425,Urgencia,Ciudadano,No,Violencias,Familiar > asistencia a violentxs,Chaco,Resistencia,Línea 145,Chaco,,50.0
2022-01-08,13:36,6515059425,Urgencia,Ciudadano,No,Salud,Salud mental,Santa Fe,Rosario,Línea 145,Santa Fe,,50.0
2022-01-08,16:13,9425059425,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,,Línea 145,Ciudad Autónoma de Buenos Aires,,70.0
2022-01-08,19:28,4535059425,Urgencia,Ciudadano,No,Relaciones de familia (ex legal familia),Otro (relaciones de familia),Buenos Aires,Tigre,Línea 145,Buenos Aires,,23.0
2022-01-08,20:37,7535059425,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,Correo Institucional,,,50.0
2022-01-08,22:46,545059425,Urgencia,Ciudadano,Sí,Relaciones de familia (ex legal familia),Cuidado personal o régimen comunicacional,Santa Fe,Rosario,Línea 145,Santa Fe,,40.0
2022-01-09,10:09,3545059425,Urgencia,Ciudadano,Sí,Otro,Ruidos molestos,Buenos Aires,City Bell,Línea 145,Buenos Aires,,70.0
2022-01-09,10:38,6545059425,Urgencia,Ciudadano,Sí,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,40.0
2022-01-09,11:37,7545059425,Urgencia,Ciudadano,Sí,Otro,Situación sospechosa,Santa Fe,Ricardone,Línea 145,Santa Fe,Por recomendación,37.0
2022-01-09,12:42,9455059425,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,94.0
2022-01-09,13:24,5555059425,Urgencia,Ciudadano,No,Otro,Violencia de género,Catamarca,San Fernando del Valle de Catamarca,Línea 145,Catamarca,,40.0
2022-01-09,16:02,4565059425,Urgencia,Ciudadano,Sí,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,76.0
2022-01-09,16:37,5565059425,Urgencia,Ciudadano,No,Salud,Salud mental,Santiago del Estero,Santiago del Estero,Línea 145,Santiago del Estero,,70.0
2022-01-09,22:17,584159425,Urgencia,Ciudadano,No,Otro,Acoso,Mendoza,Mendoza,Línea 145,,,0.0
2022-01-09,23:51,2584159425,Urgencia,Ciudadano,No,Salud,Otro (salud),,,Línea 145,,,0.0
2022-01-10,01:47,4584159425,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Sierra de la Ventana,Equipo de procedimientos del programa,Buenos Aires,,37.0
2022-01-10,11:25,9494159425,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,Córdoba,,40.0
2022-01-10,11:52,594159425,Urgencia,Ciudadano,Sí,Otro,Violencia psicológica,,,Línea 145,,,40.0
2022-01-10,12:10,2594159425,Urgencia,Ciudadano,Sí,Otro,Vtv,,,Línea 149,,,30.0
2022-01-10,14:50,9405159425,Urgencia,Ciudadano,No,Discriminación,Otro (discriminación),,,Línea 145,Chubut,,40.0
2022-01-10,21:13,3515159425,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,35.0
2022-01-11,08:30,5515159425,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,,,0.0
2022-01-11,23:16,1535159425,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Pilar,Línea 145,Buenos Aires,,30.0
2022-01-12,07:52,8455159425,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,Buenos Aires,,50.0
2022-01-12,08:12,9455159425,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,,,0.0
2022-01-12,13:34,6555159425,Urgencia,Ciudadano,No,Otro,Otro,,,Línea 145,Ciudad Autónoma de Buenos Aires,,
2022-01-12,20:15,8465159425,Urgencia,Ciudadano,Sí,Salud,Salud mental,Santiago del Estero,La Banda,Línea 145,Santiago del Estero,,70.0
2022-01-12,20:25,565159425,Urgencia,Ciudadano,No,Covid,Covid,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,40.0
2022-01-12,21:28,2565159425,Urgencia,Ciudadano,No,Trata,No informó,Buenos Aires,Miramar,Línea 145,Buenos Aires,,0.0
2022-01-12,22:26,4565159425,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,70.0
2022-01-13,01:10,575159425,Urgencia,Ciudadano,Sí,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,50.0
2022-01-13,09:16,8484259425,Urgencia,Ciudadano,No,Violencia de género,Sexual,Buenos Aires,Mariano Acosta,Línea 145,Buenos Aires,,47.0
2022-01-13,11:55,2584259425,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,,,0.0
2022-01-14,11:08,8405259425,Urgencia,Ciudadano,Sí,Trata,Otro,,,Línea 145,,,0.0
2022-01-14,16:25,3505259425,Urgencia,Ciudadano,Sí,Relaciones de familia (ex legal familia),Violencia intrafamiliar,,,Línea 145,Buenos Aires,"No sabe, no recuerda",35.0
2022-01-15,00:22,6505259425,Urgencia,Ciudadano,Sí,"Planes, programas sociales y prestaciones de la seguridad social","Otro (planes, programas sociales y prestaciones de la seguridad social)",Buenos Aires,Benavidez,Línea 145,Buenos Aires,,40.0
2022-01-15,04:29,515259425,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",San Luis,Villa Mercedes,Línea 145,San Luis,,40.0
2022-01-16,08:03,1545259425,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,Línea 145,Buenos Aires,,50.0
2022-01-16,09:09,5545259425,Urgencia,Ciudadano,No,Trata,Explotación sexual,Tucumán,San Miguel de Tucumán,Línea 145,Tucumán,,30.0
2022-01-16,10:12,8455259425,Urgencia,Ciudadano,No,Salud,Salud mental,San Luis,San Luis,Línea 145,San Luis,,70.0
2022-01-16,10:39,9455259425,Urgencia,Ciudadano,Sí,Otro,Información,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,40.0
2022-01-16,10:52,1555259425,Urgencia,Ciudadano,Sí,Otro,Línea recolección de residuos,Buenos Aires,La Plata,Línea 145,Buenos Aires,,60.0
2022-01-16,13:58,7555259425,Urgencia,Ciudadano,No,Salud,Salud mental,Santiago del Estero,La Banda,Línea 145,Santiago del Estero,,70.0
