fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,provincia,localidad,tema,subtema,es_anonima,via_ingreso,consultante_nacionalidad,consultante_provincia,consultante_localidad,consultante_como_conocio_la_linea,consultante_genero,consultante_edad_aparente
2021-11-02 00:00:00-03:00,,9425257515,Urgencia,Ciudadano,Chubut,Puerto Madryn,Víctima de delito,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",No,Línea 145,Venezuela,,,Por Recomendación,Hombre,30.0
2021-11-02 00:00:00-03:00,,525257515,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,,,,Mujer,0.0
2021-11-02 00:00:00-03:00,,5525257515,Urgencia,Ciudadano,,,Trata,No aplica,Si,Línea 145,,,,,,20.0
2021-11-02 00:00:00-03:00,,535257515,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,Por Recomendación,Mujer,60.0
2021-11-03 00:00:00-03:00,,9445257515,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,Formosa,#¿NOMBRE?,,Mujer,36.0
2021-11-03 00:00:00-03:00,,2545257515,Urgencia,Ciudadano,,,Violencia de género,Sexual,Si,Línea 145,,,,,,50.0
2021-11-03 00:00:00-03:00,,4545257515,Urgencia,Institución - fiscalía fed nro. 1 de neuquen,Neuquén,Neuquen,Trata,Consulta judicialización,No,Línea 145,,,,,,30.0
2021-11-03 00:00:00-03:00,,8455257515,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,,0.0
2021-11-03 00:00:00-03:00,,555257515,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,,,,,50.0
2021-11-03 00:00:00-03:00,,5555257515,Urgencia,Ciudadano,,,Trata,No aplica,No,Línea 145,Argentina,,,,Hombre,30.0
2021-11-03 00:00:00-03:00,,8465257515,Urgencia,Ciudadano,Buenos Aires,Ituzaingó,Trata,Venta de niños y otros delitos,No,Línea 145,,,,,Mujer,50.0
2021-11-04 00:00:00-03:00,,5565257515,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,Argentina,,,,Mujer,50.0
2021-11-04 00:00:00-03:00,,6565257515,Urgencia,Institución - seccional jurídica de la  división trata de la afip,,,Trata,Consulta judicialización,No,Línea 145,,,,,,30.0
2021-11-04 00:00:00-03:00,,7565257515,Urgencia,Ciudadano,,,Trata,Consulta institucional,No,Línea 145,,,,,,30.0
2021-11-04 00:00:00-03:00,,8475257515,Urgencia,Ciudadano,,,Trata,Explotación laboral,No,Línea 145,,,,,Hombre,30.0
2021-11-04 00:00:00-03:00,,9475257515,Urgencia,Ciudadano,,,Trata,Institucional,No,Línea 145,,,,,,45.0
2021-11-04 00:00:00-03:00,,2575257515,Urgencia,Ciudadano,Neuquén,Neuquén,Trata,Explotación sexual,No,Línea 145,Argentina,,,,Hombre,0.0
2021-11-04 00:00:00-03:00,,5575257515,Urgencia,Ciudadano,Buenos Aires,El Palomar,Víctima de delito,Venta de drogas,Si,Línea 145,Argentina,,,,Hombre,30.0
2021-11-04 00:00:00-03:00,,7575257515,Urgencia,Ciudadano,,,Trata,No aplica,No,Línea 145,,,,Concurrió en otra oportunidad,,50.0
2021-11-04 00:00:00-03:00,,1584357515,Urgencia,Ciudadano,Mendoza,San Martín,Trata,No aplica,Si,Línea 145,,,,,Mujer,36.0
2021-11-05 00:00:00-03:00,,6594357515,Urgencia,Ciudadano,Mendoza,Mendoza,Trata,Maltrato laboral,No,Línea 145,,,,,,0.0
2021-11-05 00:00:00-03:00,,3505357515,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,Argentina,,,,Mujer,0.0
2021-11-05 00:00:00-03:00,,7505357515,Urgencia,Ciudadano,Salta,Salta,Violencia de género,Psicológica,Si,Línea 145,,,,,Mujer,50.0
2021-11-05 00:00:00-03:00,,3525357515,Urgencia,Ciudadano,,,Violencia de género,Simbólica,No,Línea 145,,,,,Hombre,35.0
2021-11-05 00:00:00-03:00,,7525357515,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,Mujer,35.0
2021-11-06 00:00:00-03:00,,535357515,Urgencia,Ciudadano,,,Salud,Rasgos de problemas de salud mental,Si,Línea 145,,,,,Hombre,30.0
2021-11-06 00:00:00-03:00,,1535357515,Urgencia,Ciudadano,,,Salud,Rasgos de problemas de salud mental,Si,Línea 145,,,,"No sabe, no recuerda",Mujer,50.0
2021-11-06 00:00:00-03:00,,2535357515,Urgencia,Ciudadano,,,Salud,Rasgos de problemas de salud mental,Si,Línea 145,,,,"No sabe, no recuerda",Mujer,50.0
2021-11-06 00:00:00-03:00,,3535357515,Urgencia,Ciudadano,,,Relaciones de familia,"Familiar con consumo problemático, adicciones o alcoholismo",Si,Línea 145,,,,"No sabe, no recuerda",Mujer,60.0
2021-11-06 00:00:00-03:00,,5535357515,Urgencia,Ciudadano,,,Salud,Rasgos de problemas de salud mental,No,Línea 145,,,,Concurrió en otra oportunidad,,50.0
2021-11-07 00:00:00-03:00,,7545357515,Urgencia,Ciudadano,,,Trata,No aplica,Si,llamada no pertinente,Argentina,Chaco,Resistencia,,Mujer,44.0
2021-11-07 00:00:00-03:00,,3575357515,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Salud,Salud mental,No,Línea 145,Uruguay,Buenos Aires,CABA CABA,,Mujer,0.0
2021-11-08 00:00:00-03:00,,9484457515,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,,,,Mujer,0.0
2021-11-08 00:00:00-03:00,,584457515,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,,,,,0.0
2021-11-08 00:00:00-03:00,,6584457515,Urgencia,Ciudadano,Santa Fe,Santa Fe,Trata,Denuncia accionar empresa privada,Si,Línea 145,,,,,,46.0
2021-11-08 00:00:00-03:00,,2594457515,Urgencia,Ciudadano,,,Trata,Explotación sexual,No,Línea 145,,,,,Mujer,30.0
2021-11-08 00:00:00-03:00,,4505457515,Urgencia,Ciudadano,Santa Fe,Rosario,Trata,Denuncia accionar empresa interurbana,No,Línea 145,Argentina,,,,Hombre,0.0
2021-11-08 00:00:00-03:00,,5505457515,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,Mujer,45.0
2021-11-08 00:00:00-03:00,,6515457515,Urgencia,Ciudadano,Chaco,Río Muerto,Violencia de género,Sexual,Si,Línea 145,,,,,,18.0
2021-11-09 00:00:00-03:00,,7515457515,Urgencia,Ciudadano,Buenos Aires,,Trata,Posible captación,Si,Línea 145,,,,,,45.0
2021-11-09 00:00:00-03:00,,9425457515,Urgencia,Ciudadano,Santiago del Estero,La Banda,Salud,Salud mental,No,Línea 145,,,,,,0.0
2021-11-09 00:00:00-03:00,,4525457515,Urgencia,Ciudadano,,,Salud,Vacuna covid,No,Línea 145,,,,,,0.0
2021-11-09 00:00:00-03:00,,9435457515,Urgencia,Ciudadano,Chaco,Resistencia,Trata,Persona desaparecida,No,Línea 145,Argentina,Chaco,Resistencia,"No sabe, no recuerda",Mujer,50.0
2021-11-09 00:00:00-03:00,,5535457515,Urgencia,Ciudadano,,,Trata,Trabajo irregular/no registrado,Si,Línea 145,,,,,,0.0
2021-11-09 00:00:00-03:00,,7535457515,Urgencia,Ciudadano,Buenos Aires,Belén de Escobar,Trata,Persona desaparecida,No,Línea 145,Argentina,,,,Hombre,63.0
2021-11-10 00:00:00-03:00,,6555457515,Urgencia,Ciudadano,Misiones,Wanda,Violencia de género,Sexual,Si,Línea 145,,,,,,50.0
2021-11-10 00:00:00-03:00,,565457515,Urgencia,Ciudadano,Tucumán,,Trabajo,Cuestiones salariales o de registración,Si,Línea 145,,,,,,35.0
2021-11-10 00:00:00-03:00,,2565457515,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,Uruguay,Buenos Aires,CABA CABA,,Mujer,0.0
2021-11-10 00:00:00-03:00,,3565457515,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,Uruguay,Buenos Aires,CABA CABA,,Mujer,50.0
2021-11-10 00:00:00-03:00,,7565457515,Urgencia,Ciudadano,,,Salud,Acceso a servicios públicos de salud,Si,Línea 145,Argentina,,,Por Recomendación,Mujer,30.0
2021-11-10 00:00:00-03:00,,2575457515,Urgencia,Ciudadano,,,Violencia de género,Física,Si,Línea 145,,,,,,47.0
2021-11-10 00:00:00-03:00,,7575457515,Urgencia,Ciudadano,Córdoba,Córdoba,Víctima de delito,Estafa y amenaza virtual,No,Línea 145,,,,,Mujer,18.0
2021-11-11 00:00:00-03:00,,5594557515,Urgencia,Ciudadano,Entre Ríos,Concordia,Legal laboral,Condiciones de contratacion irregular,Si,Línea 145,,,,,Hombre,30.0
2021-11-11 00:00:00-03:00,,6594557515,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Consulta,No,Línea 145,Argentina,,,,Mujer,0.0
2021-11-12 00:00:00-03:00,,4505557515,Urgencia,Ciudadano,Buenos Aires,Merlo,Trata,No aplica,No,Línea 145,,,,,Mujer,30.0
2021-11-12 00:00:00-03:00,,6535557515,Urgencia,Ciudadano,Santa Fe,Puerto General San Martín,Trata,Explotación sexual,Si,Línea 145,,,,Concurrió en otra oportunidad,,40.0
2021-11-12 00:00:00-03:00,,545557515,Urgencia,Ciudadano,Neuquén,Neuquen,Relaciones de familia,Deberes de responsabilidad parental o familiar,Si,Línea 145,,,,,,50.0
2021-11-14 00:00:00-03:00,,1584657515,Urgencia,Ciudadano,Salta,Salta,Trata,No aplica,No,Línea 145,,,,,Mujer,0.0
2021-11-14 00:00:00-03:00,,6584657515,Urgencia,Ciudadano,Buenos Aires,Francisco Alvarez,Trata,No aplica,No,Línea 145,,,,,Mujer,0.0
2021-11-14 00:00:00-03:00,,9494657515,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,,,,,0.0
2021-11-15 00:00:00-03:00,,8405657515,Urgencia,Ciudadano,San Juan,Chimbas,Trabajo,Cuestiones salariales o de registración,Si,Línea 145,,,,,Hombre,45.0
2021-11-15 00:00:00-03:00,,9405657515,Urgencia,Ciudadano,Catamarca,San Fernando del Valle de Catamarca,Trata,Solicitud de información sobre tematica de trata,Si,Línea 145,,,,,Mujer,38.0
2021-11-15 00:00:00-03:00,,4505657515,Urgencia,Ciudadano,Córdoba,Córdoba,Discapacidad,Asesoramiento gratuito,Si,Línea 145,,,,,Hombre,55.0
2021-11-15 00:00:00-03:00,,5505657515,Urgencia,Ciudadano,Buenos Aires,exaltacion de la Cruz,Trata,Datos de judicialización,Si,Línea 145,Argentina,,,,Hombre,60.0
2021-11-15 00:00:00-03:00,,8415657515,Urgencia,Ciudadano,Buenos Aires,Chivilcoy,Persona detenida,Agravamiento de condiciones de detención,Si,Línea 145,,,,,Mujer,50.0
2021-11-15 00:00:00-03:00,,1515657515,Urgencia,Ciudadano,,,Trata,Datos de judicialización,Si,Línea 145,,,,,Mujer,30.0
2021-11-15 00:00:00-03:00,,6515657515,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trata,Persona desaparecida,No,Línea 145,Uruguay,Ciudad Autónoma de Buenos Aires,Lugano,,Mujer,39.0
2021-11-15 00:00:00-03:00,,8425657515,Urgencia,Ciudadano,,,Trata,Persona desaparecida,Si,Línea 145,,,,,Hombre,40.0
2021-11-15 00:00:00-03:00,,525657515,Urgencia,Ciudadano,,,Víctima de delito,Contra la integridad sexual: abuso sexual de adultos/as o niños/as,No,Línea 145,,Buenos Aires,General Conesa,,Mujer,24.0
2021-11-15 00:00:00-03:00,,3525657515,Urgencia,Ciudadano,Misiones,,Violencia de género,Sexual,No,Línea 145,,,,,Mujer,35.0
2021-11-16 00:00:00-03:00,,8435657515,Urgencia,Ciudadano,,,Trata,Explotación sexual,No,Línea 145,,,,,Mujer,0.0
2021-11-16 00:00:00-03:00,,9435657515,Urgencia,Ciudadano,,,Trata,No aplica,No,Línea 145,,,,,,0.0
2021-11-16 00:00:00-03:00,,535657515,Urgencia,Ciudadano,,,Salud,Pami,Si,Línea 145,Argentina,,,,Mujer,75.0
2021-11-16 00:00:00-03:00,,3535657515,Urgencia,Ciudadano,,,Otro,No aplica,Si,Línea 145,Argentina,,,"No sabe, no recuerda",Mujer,50.0
2021-11-16 00:00:00-03:00,,2545657515,Urgencia,Ciudadano,,,Trata,Explotación laboral,No,Línea 145,,,,,,0.0
2021-11-16 00:00:00-03:00,,3545657515,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,,,,Mujer,0.0
2021-11-17 00:00:00-03:00,,7545657515,Urgencia,"Institución - comisaría 5° de posadas, misiones",Misiones,Posadas,Trata,Persona desaparecida,No,Línea 145,,,,,Hombre,0.0
2021-11-17 00:00:00-03:00,,7555657515,Urgencia,Ciudadano,,,Trata,Persona desaparecida,No,Línea 145,Argentina,Chubut,Trelew,,Mujer,40.0
2021-11-17 00:00:00-03:00,,565657515,Urgencia,Ciudadano,Salta,Salta,Conflictos vecinales,Usurpación e invasión de la propiedad privada,No,Línea 145,,,,,Mujer,38.0
2021-11-17 00:00:00-03:00,,2565657515,Urgencia,Ciudadano,Santa Fe,Santa Fe,Trata,Traslado de personas,Si,Línea 145,,,,,Mujer,0.0
2021-11-17 00:00:00-03:00,,3565657515,Urgencia,Institución - 145,,,Trata,Explotación sexual,No,Línea 145,Argentina,Buenos Aires,Mar del Plata,Concurrió en otra oportunidad,Mujer,30.0
2021-11-17 00:00:00-03:00,,7565657515,Urgencia,Ciudadano,Santa Fe,Pavón,Discapacidad,Subsidio habitacional,Si,Línea 145,,,,,,40.0
2021-11-17 00:00:00-03:00,,9475657515,Urgencia,Ciudadano,San Juan,San Juan,Trata,No se pudo aclarar,Si,Línea 145,,,,,,0.0
2021-11-18 00:00:00-03:00,,9484757515,Urgencia,Institución - defensa civil municipalidad trelew,,,Trata,Otro,No,Línea 145,,,,,,0.0
2021-11-18 00:00:00-03:00,,3584757515,Urgencia,Ciudadano,,,Trata,Explotación sexual,No,Línea 145,,,,,,0.0
2021-11-18 00:00:00-03:00,,4584757515,Urgencia,Ciudadano,Mendoza,Maipú,Trata,Salud y discapacidad,No,Línea 145,Argentina,,,,Hombre,31.0
2021-11-18 00:00:00-03:00,,5584757515,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,,0.0
2021-11-18 00:00:00-03:00,,6584757515,Urgencia,Ciudadano,,,Otro,Otro,No,Línea 145,Argentina,,,Derivado de otro organismo,Mujer,25.0
2021-11-18 00:00:00-03:00,,8494757515,Urgencia,Ciudadano,,,Salud,Salud mental,Si,Línea 145,,,,"No sabe, no recuerda",Mujer,50.0
2021-11-18 00:00:00-03:00,,2594757515,Urgencia,Ciudadano,,,Salud,Rasgos de problemas de salud mental,Si,Línea 145,,,,Concurrió en otra oportunidad,,30.0
2021-11-18 00:00:00-03:00,,3594757515,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,Concurrió en otra oportunidad,Mujer,25.0
2021-11-18 00:00:00-03:00,,6594757515,Urgencia,Ciudadano,,,Trata,Posible captación,No,Línea 145,Argentina,,,"No sabe, no recuerda",Mujer,40.0
2021-11-18 00:00:00-03:00,,5505757515,Urgencia,Ciudadano,Buenos Aires,San Miguel,Trata,Delitos,No,Línea 145,,,,,Hombre,0.0
2021-11-19 00:00:00-03:00,,8415757515,Urgencia,Ciudadano,,,Trata,Venta de niños y otros delitos,Si,Línea 145,,,,,,0.0
2021-11-19 00:00:00-03:00,,5525757515,Urgencia,Ciudadano,,,Salud,Salud mental,Si,Línea 145,,,,,,33.0
2021-11-19 00:00:00-03:00,,9435757515,Urgencia,Ciudadano,Córdoba,Córdoba,Violencia de género,Física,No,Línea 145,,,,,,60.0
2021-11-20 00:00:00-03:00,,6535757515,Urgencia,Ciudadano,Córdoba,Los Cerrillos,Trata,Explotación laboral,Si,Línea 145,,,,,Hombre,30.0
2021-11-20 00:00:00-03:00,,1545757515,Urgencia,Institución - comisaria de 25 de mayo de la provincia de la pampa,La Pampa,Veinticinco de Mayo,Trata,Informacion,No,Línea 145,,,,,Hombre,40.0
2021-11-20 00:00:00-03:00,,3545757515,Urgencia,Ciudadano,Córdoba,Córdoba,Salud,Salud mental,Si,Línea 145,,,,,Mujer,34.0
2021-11-21 00:00:00-03:00,,575757515,Urgencia,Ciudadano,Buenos Aires,,Trata,Emergencia accidente doméstico,No,Línea 145,Argentina,Buenos Aires,,,Hombre,0.0
2021-11-21 00:00:00-03:00,,5575757515,Urgencia,Ciudadano,Buenos Aires,Florencio Varela,Trata,Posible captación,No,Línea 145,Argentina,,,,Mujer,21.0
2021-11-21 00:00:00-03:00,,6575757515,Urgencia,Ciudadano,Buenos Aires,José León Suárez,Trata,Situacion de adiccion,No,Línea 145,Argentina,,,,Mujer,0.0
2021-11-21 00:00:00-03:00,,7575757515,Urgencia,Ciudadano,Buenos Aires,Florencio Varela,Trata,No aplica,No,Línea 145,Argentina,,,,Mujer,21.0
2021-11-21 00:00:00-03:00,,1584848425,Urgencia,Ciudadano,La Rioja,La Rioja,Trata,Explotación sexual,No,Línea 145,Argentina,,,,Mujer,54.0
2021-11-22 00:00:00-03:00,,4505848425,Urgencia,Ciudadano,Córdoba,San Basilio,Trabajo,Cuestiones salariales o de registración,Si,Línea 145,,,,,Hombre,40.0
2021-11-22 00:00:00-03:00,,515848425,Urgencia,Ciudadano,,,Trata,Datos de judicialización,Si,Línea 145,Argentina,,,,Mujer,35.0
2021-11-22 00:00:00-03:00,,5515848425,Urgencia,Institución - comisaría 1° josé c. paz - pcia de buenos aires,Buenos Aires,José C. Paz,Trata,Posible re captación,No,Línea 145,,,,,Mujer,0.0
2021-11-23 00:00:00-03:00,,2535848425,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,,0.0
2021-11-23 00:00:00-03:00,,4535848425,Urgencia,Ciudadano,Neuquén,Neuquén,Trata,Salud mental,No,Línea 145,Argentina,,,,Mujer,0.0
2021-11-23 00:00:00-03:00,,1545848425,Urgencia,Ciudadano,,,Otro,Anses,Si,Línea 145,,,,,,0.0
2021-11-24 00:00:00-03:00,,1565848425,Urgencia,Ciudadano,Mendoza,,Trata,Abandono de persona,No,Línea 145,,,,,,64.0
2021-11-25 00:00:00-03:00,,4575848425,Urgencia,Ciudadano,,,Trata,Explotación laboral,Si,Línea 145,,,,,,0.0
2021-11-25 00:00:00-03:00,,5584948425,Urgencia,Ciudadano,Córdoba,Córdoba,Trata,No aplica,No,Línea 145,,,,,Hombre,0.0
2021-11-25 00:00:00-03:00,,7584948425,Urgencia,Ciudadano,Chaco,Resistencia,Trata,No aplica,No,Línea 145,Argentina,,,,Mujer,0.0
2021-11-25 00:00:00-03:00,,8494948425,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,"Explotación sexual niñas, niños y adolescentes",No,Línea 145,Argentina,,,,Mujer,0.0
2021-11-25 00:00:00-03:00,,1594948425,Urgencia,Ciudadano,,,Violencia de género,Física,No,Línea 149,,,,,,0.0
2021-11-26 00:00:00-03:00,,7594948425,Urgencia,Ciudadano,Misiones,Posadas,Violencia de género,Física,No,Línea 145,,,,,,30.0
2021-11-26 00:00:00-03:00,,3505948425,Urgencia,Ciudadano,,,Trata,Explotación laboral,No,Línea 145,,,,,,0.0
2021-11-26 00:00:00-03:00,,8415948425,Urgencia,Ciudadano,San Luis,San Luis,Trata,Persona desaparecida,Si,Línea 145,,,,,Mujer,50.0
2021-11-27 00:00:00-03:00,,8425948425,Urgencia,Ciudadano,,,Trata,Persona desaparecida,No,Línea 145,,,,,Mujer,50.0
2021-11-27 00:00:00-03:00,,9425948425,Urgencia,Ciudadano,Santa Fe,Santo Tomé,Trata,Posible abuso,Si,Línea 145,,,,,Mujer,45.0
2021-11-27 00:00:00-03:00,,7525948425,Urgencia,Ciudadano,Buenos Aires,Ituzaingó,Conflictos con consorcio,Conflictos con consorcio,Si,Línea 145,,,,,Mujer,80.0
2021-11-28 00:00:00-03:00,,7535948425,Urgencia,Ciudadano,Santa Fe,Florencia,Trata,No aplica,No,Línea 145,Argentina,,,,Mujer,0.0
2021-11-28 00:00:00-03:00,,8445948425,Urgencia,Ciudadano,Formosa,Formosa,Trata,No aplica,No,Línea 145,,,,,Mujer,0.0
2021-11-28 00:00:00-03:00,,1545948425,Urgencia,Ciudadano,Mendoza,Guaymallén,Trata,No aplica,No,Línea 145,Argentina,,,,Hombre,0.0
2021-11-28 00:00:00-03:00,,2545948425,Urgencia,Ciudadano,Catamarca,San Fernando del Valle de Catamarca,Trata,Persona desaparecida,No,Línea 145,Argentina,,,,Mujer,0.0
2021-11-28 00:00:00-03:00,,7545948425,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Consulta,No,Línea 145,,,,,Mujer,0.0
2021-11-29 00:00:00-03:00,,2555948425,Urgencia,Ciudadano,,,Trata,Violencia de género,No,Línea 145,,,,,Mujer,18.0
2021-11-29 00:00:00-03:00,,3555948425,Urgencia,Ciudadano,San Luis,San Luis,Trata,Oferta laboral engañosa,No,Línea 145,Argentina,,,,Mujer,35.0
2021-11-29 00:00:00-03:00,,7555948425,Urgencia,Ciudadano,Buenos Aires,,Salud,Salud mental,Si,Línea 145,,,,,,0.0
2021-11-29 00:00:00-03:00,,565948425,Urgencia,Ciudadano,Neuquén,Neuquen,Trata,Irregularidad laboral,No,Línea 145,,,,,Hombre,0.0
2021-11-29 00:00:00-03:00,,5565948425,Urgencia,Ciudadano,,,Trata,Explotación laboral,Si,Línea 145,,,,,Hombre,40.0
2021-11-29 00:00:00-03:00,,1575948425,Urgencia,Ciudadano,,,Trata,Discapacidad,Si,llamada no pertinente,,,,,Mujer,26.0
2021-11-29 00:00:00-03:00,,9484058425,Urgencia,Ciudadano,Buenos Aires,Quilmes,Trata,Violencia de género por parte de vecinos adicciones,No,Línea 145,Argentina,Buenos Aires,Quilmes,,Mujer,
2021-11-29 00:00:00-03:00,,2594058425,Urgencia,Ciudadano,,,Víctima de delito,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",Si,Línea 145,,,,,Mujer,50.0
2021-11-29 00:00:00-03:00,,3594058425,Urgencia,Ciudadano,Santiago del Estero,Termas de Río Hondo,Trata,Explotación sexual,No,Línea 145,,Santiago del Estero,Termas de Río Hondo,,Mujer,45.0
2021-11-30 00:00:00-03:00,,8405058425,Urgencia,Ciudadano,,,Trata,Explotación sexual,No,Línea 145,,Buenos Aires,SAN NICOLAS,,Mujer,0.0
2021-11-30 00:00:00-03:00,,9405058425,Urgencia,Ciudadano,,,Otro,No aplica,No,Línea 145,,,,,,0.0
2021-11-30 00:00:00-03:00,,6505058425,Urgencia,Ciudadano,San Juan,Pocito,Trata,Consulta,No,Línea 145,Argentina,,,,Mujer,0.0
2021-11-30 00:00:00-03:00,,8415058425,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,Santiago del Estero,La Banda,,Mujer,0.0
2021-11-30 00:00:00-03:00,,515058425,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,,0.0
2021-12-01 00:00:00-03:00,,5525058425,Urgencia,Ciudadano,La Pampa,Santa Rosa,Trata,No aplica,No,Línea 145,,,,,,0.0
2021-12-01 00:00:00-03:00,,6525058425,Urgencia,Institución - ufem,,,Trata,Persona desaparecida,No,Línea 145,,,,,,0.0
2021-12-01 00:00:00-03:00,,6535058425,Urgencia,Ciudadano,Córdoba,Córdoba,Protección de adultxs mayores,Protección de adultxs mayores,Si,Línea 145,,,,,Hombre,60.0
2021-12-02 00:00:00-03:00,,7545058425,Urgencia,Ciudadano,Formosa,Clorinda,Trata,Consulta judicialización,No,Línea 145,,Buenos Aires,Ayacucho,,Mujer,45.0
2021-12-02 00:00:00-03:00,,2555058425,Urgencia,Ciudadano,,,Trata,Publicidad de oferta sexual,Si,Línea 145,,,,,Hombre,30.0
2021-12-02 00:00:00-03:00,,4555058425,Urgencia,Ciudadano,Neuquén,Buta Ranquil,Trata,Situacion  de vulnerabilidad,No,Línea 145,Argentina,,,,Mujer,0.0
2021-12-02 00:00:00-03:00,,5555058425,Urgencia,Ciudadano,Santa Fe,Rosario,Trata,Violencia intrafamiliar,No,Línea 145,Argentina,Santa Fe,Santa Fe,,Mujer,27.0
2021-12-02 00:00:00-03:00,,6555058425,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Explotación sexual,No,Línea 145,,,,,,30.0
2021-12-02 00:00:00-03:00,,8465058425,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Consulta por refugio,No,Línea 145,,,,,,0.0
2021-12-03 00:00:00-03:00,,9475058425,Urgencia,Ciudadano,,,Trata,Explotación laboral,Si,Línea 145,,,,,,0.0
2021-12-03 00:00:00-03:00,,575058425,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,,,,,0.0
2021-12-03 00:00:00-03:00,,1575058425,Urgencia,Ciudadano,,,Covid,Violación de protocolo,Si,Línea 145,,,,,,0.0
2021-12-03 00:00:00-03:00,,584158425,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,No aportó,No,Línea 145,,,,,Mujer,50.0
2021-12-03 00:00:00-03:00,,1594158425,Urgencia,Ciudadano,Buenos Aires,Benavidez,Salud,Salud mental,Si,Línea 145,,,,,Hombre,35.0
2021-12-05 00:00:00-03:00,,7525158425,Urgencia,Ciudadano,Córdoba,Córdoba,Trata,Violencia intrafamiliar,Si,Línea 145,,,,,,30.0
2021-12-05 00:00:00-03:00,,9435158425,Urgencia,Ciudadano,San Luis,San Luis,Trata,Salud mental,No,Línea 145,Argentina,,,,Mujer,0.0
2021-12-05 00:00:00-03:00,,3535158425,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Salud mental,No,Línea 145,Argentina,,,,Mujer,0.0
2021-12-05 00:00:00-03:00,,545158425,Urgencia,Ciudadano,,,Trata,Consulta formulario,No,Línea 145,,,,,,0.0
2021-12-06 00:00:00-03:00,,2545158425,Urgencia,Ciudadano,Buenos Aires,Lomas de Zamora,Violencia de género,Sexual,No,Línea 145,,,,,,16.0
2021-12-06 00:00:00-03:00,,6545158425,Urgencia,Ciudadano,,,Violencias,Tercera edad,No,Línea 145,,,,,,0.0
2021-12-06 00:00:00-03:00,,1555158425,Urgencia,"Institución - prefectura de comahue, neuquén",Neuquén,Neuquén,Trata,Solicitud de información,No,Línea 145,,,,,Hombre,35.0
2021-12-06 00:00:00-03:00,,7555158425,Urgencia,Institución - fundación puerta violeta,,,Trata,Datos de judicialización,No,Línea 145,,,,,,40.0
2021-12-07 00:00:00-03:00,,6594258425,Urgencia,Ciudadano,Santa Fe,Santa Fe,Trata,Violencia psicologica,No,Línea 145,Argentina,,,,Mujer,40.0
2021-12-07 00:00:00-03:00,,1505258425,Urgencia,Ciudadano,Buenos Aires,San Nicolas,Trata,Victima,No,Línea 145,,Buenos Aires,SAN NICOLAS,,Mujer,0.0
2021-12-07 00:00:00-03:00,,6505258425,Urgencia,Ciudadano,,,Otro,Pedido de ayuda,Si,Línea 145,,,,,,30.0
2021-12-08 00:00:00-03:00,,5515258425,Urgencia,Ciudadano,,,Salud,Rasgos de problemas de salud mental,No,Línea 145,,,,Concurrió en otra oportunidad,,40.0
2021-12-08 00:00:00-03:00,,8425258425,Urgencia,Ciudadano,,,Salud,Rasgos de problemas de salud mental,Si,Línea 145,,,,Concurrió en otra oportunidad,,40.0
2021-12-08 00:00:00-03:00,,9425258425,Urgencia,Ciudadano,Santa Fe,Rosario,Salud,Rasgos de problemas de salud mental,No,Línea 145,Argentina,Santa Fe,Rosario JRO,Concurrió en otra oportunidad,Mujer,40.0
