fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,dependencia_alta,via_ingreso,consultante_nacionalidad,consultante_provincia,consultante_localidad,consultante_tipo,consultante_como_conocio_la_linea,consultante_genero,consultante_edad_aparente,provincia_indec_id
2020-04-20,,3525455505,Urgencia,Ciudadano,No,Trata,Permiso circulacion covid-19,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,Buenos Aires,Denunciante,Por Recomendación,Mujer,83,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3253, dtype: object"
2020-04-20,,5525455505,Urgencia,Institución,No,Trata,Covid 19,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,Buenos Aires,Denunciante,Por publicidad en TV,Mujer,87,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3252, dtype: object"
2020-04-20,,7525455505,Urgencia,Institución,No,Trata,Otro,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante,NO SABE,Hombre,86,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3251, dtype: object"
2020-04-20,,9435455505,Urgencia,Ciudadano,Sí,Trata,Pervertido,,,PNR - Línea 145,Línea 145,,,,Denunciante,"No sabe, no recuerda",Hombre,30,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3250, dtype: object"
2020-04-20,,535455505,Urgencia,Ciudadano,Sí,Trata,Posible maltrato infantil,,,PNR - Línea 145,Línea 145,,,,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3249, dtype: object"
2020-04-20,,1535455505,Urgencia,Ciudadano,No,Trata,Permiso para circular,Buenos Aires,Florencio Varela,PNR - Línea 145,Línea 145,,Buenos Aires,Florencio Varela,Denunciante - ciudadano,Derivado de otro organismo,Mujer,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3248, dtype: object"
2020-04-20,,2535455505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,,Tucumán,San Miguel de Tucumán,Denunciante - ciudadano,"No sabe, no recuerda",Hombre,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3247, dtype: object"
2020-04-21,,4535455505,Urgencia,Ciudadano,No,Trata,Permiso para circular,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,,,Denunciante - ciudadano,"No sabe, no recuerda",Hombre,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3246, dtype: object"
2020-04-21,,6535455505,Urgencia,Ciudadano,Sí,Trata,Otro,,,PNR - Línea 145,Línea 145,,,,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3245, dtype: object"
2020-04-21,,8445455505,Urgencia,Ciudadano,No,Trata,Adulto mayor (pami),Santa Cruz,Puerto Santa Cruz,PNR - Línea 145,Línea 145,Argentina,Santa Cruz,Puerto Santa Cruz,Denunciante,Por Recomendación,Mujer,74,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3244, dtype: object"
2020-04-21,,9445455505,Urgencia,Ciudadano,No,Trata,Violencia familiar,Mendoza,Mendoza,PNR - Línea 145,Línea 145,Argentina,Mendoza,Las Heras,Denunciante,Por publicidad en internet,Hombre,42,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3243, dtype: object"
2020-04-21,,3545455505,Urgencia,Ciudadano,No,Trata,Covid 19,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,,,,Denunciante,"No sabe, no recuerda",Mujer,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3242, dtype: object"
2020-04-22,,9455455505,Urgencia,Ciudadano,No,Trata,Violencia de género,Jujuy,Jujuy,PNR - Línea 145,Línea 149,,,,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,21,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3241, dtype: object"
2020-04-22,,555455505,Urgencia,Ciudadano,Sí,Trata,Permiso para circular,,,PNR - Línea 145,Línea 145,,,,Denunciante - ciudadano,"No sabe, no recuerda",Hombre,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3240, dtype: object"
2020-04-24,,565455505,Urgencia,Ciudadano,Sí,Trata,Otro,,,PNR - Línea 145,Línea 145,,,,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3239, dtype: object"
2020-04-25,,8475455505,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,,Formosa,#¿NOMBRE?,Denunciante,"No sabe, no recuerda",Mujer,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3238, dtype: object"
2020-04-25,,575455505,Urgencia,Ciudadano,No,Trata,Covid 19,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Denunciante,"No sabe, no recuerda",Hombre,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3237, dtype: object"
2020-04-25,,5575455505,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,Gregorio de Laferrere,PNR - Línea 145,Línea 145,,,,,,,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3236, dtype: object"
2020-04-26,,5584555505,Urgencia,Ciudadano,Sí,Trata,Covid 19,Chubut,Puerto Madryn,PNR - Línea 145,Línea 145,,,,Denunciante,"No sabe, no recuerda",Mujer,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3235, dtype: object"
2020-04-27,,1505555505,Urgencia,Ciudadano,Sí,Trata,Otro,Mendoza,Maipú,PNR - Línea 145,Línea 145,,,,Denunciante,Por publicidad en internet,Hombre,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3234, dtype: object"
2020-05-03,,9465555505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,zabaleta,PNR - Línea 145,Línea 145,,,,,,,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3233, dtype: object"
2020-05-12,,5525655505,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,Buenos Aires,PNR - Línea 145,Correo Institucional,Argentina,Buenos Aires,Mar del Tuyú,Denunciante,"No sabe, no recuerda",Mujer,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3232, dtype: object"
2020-05-12,,7525655505,Urgencia,Ciudadano,No,Trata,Otro,La Rioja,La Rioja,PNR - Línea 145,Línea 145,Argentina,La Rioja,La Rioja,Denunciante,Por publicidad en internet,Mujer,25,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3231, dtype: object"
2020-05-19,,8405755505,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,PNR - Línea 145,Solicitada por Juzgado,,,,Denunciante - ciudadano,Por Recomendación,,34,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3230, dtype: object"
2020-05-20,,9405755505,Urgencia,Ciudadano,Sí,Trata,Otro,Salta,San Ramon de la Nueva Oran,PNR - Línea 145,Línea 145,,Salta,San Ramon de la Nueva Oran,Denunciante,"No sabe, no recuerda",Hombre,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3229, dtype: object"
2020-05-20,,8415755505,Urgencia,Ciudadano,No,Trata,Otro,Catamarca,Valle Viejo,PNR - Línea 145,Línea 145,Argentina,,,Denunciante - ciudadano,"No sabe, no recuerda",Hombre,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3228, dtype: object"
2020-05-29,,9484846505,Urgencia,Ciudadano,No,Trata,Otro,Santa Fe,Venado Tuerto,PNR - Línea 145,Línea 145,,,,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3227, dtype: object"
2020-06-10,,2565846505,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,Lanús Oeste,PNR - Línea 145,Línea 145,,,,Denunciante,,Mujer,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3226, dtype: object"
2020-06-10,,8475846505,Urgencia,Ciudadano,No,Trata,Explotación laboral,Río Negro,Cinco Saltos,PNR - Línea 145,Línea 145,,Río Negro,Cipolletti,Denunciante - ciudadano,Concurrió en otra oportunidad,Mujer,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3225, dtype: object"
2020-06-11,,6575846505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Ciudadela,PNR - Línea 145,Línea 145,,,,Denunciante - ciudadano,Por Recomendación,Mujer,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3224, dtype: object"
2020-07-03,,8405056505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Boulogne,PNR - Línea 145,Línea 145,,,,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3223, dtype: object"
2020-07-29,,5535156505,Urgencia,Ciudadano,No,Trata,Otro,Mendoza,Mendoza,PNR - Línea 145,Línea 145,,,,Denunciante - ciudadano,Derivado de otro organismo,Mujer,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3222, dtype: object"
2020-07-31,,7565156505,Urgencia,Ciudadano,No,Trata,Otro,Catamarca,Catamarca,PNR - Línea 145,Línea 145,,,,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,,"0        06
1        02
2        06
3        14
4       NaN
5        06
6        06
7        06
8        06
9        06
10       02
11      NaN
12       06
13       90
14       06
15       06
16       74
17       06
18       06
19       82
20       02
21       06
22       02
23       14
24       06
25       66
26       06
27       06
28       06
29       62
       ... 
3322     90
3323     54
3324     90
3325    NaN
3326     06
3327     30
3328     06
3329     82
3330     06
3331    NaN
3332     06
3333     06
3334     50
3335     34
3336     74
3337     06
3338     06
3339     06
3340     46
3341    NaN
3342     70
3343     30
3344     90
3345     06
3346     14
3347     34
3348     06
3349     30
3350    NaN
3351     66
Name: provincia_indec_id, Length: 3221, dtype: object"
